"PolicyName","PolicyType","PolicyAction","AppliedToAll","IncludeExecutor","ExcludeExecutor","ExecutorType","IncludeUsersGroupsSid","IncludeUsersGroupsAccountType","IncludeUsersGroupsDisplayName","IncludeUsersGroupsSamName"
,,,,,,,,,,
