"PolicyName","Type","PolicyAction","ApplicationName","ApplicationType","TotalWeight"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","AutodiagnosProFileManagementService.exe","EXE","30"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","AutodiagnosFileManagerApp.exe","EXE","30"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","techproinstall_2.0.26100.exe","EXE","60"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","vds2000jtechprobaseinstall.exe","EXE","70"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","GMTechPROBaseInstall.exe","EXE","37,5"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","gmtechprobaseinstall.exe","EXE","35"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","TechPROInstall.msi","MSI","30"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","MahleScreenUtilityFX.exe","EXE","22,5"
"RUN_INS+APPS_TechPro_N","Advanced Windows","Elevate","CommonMain.exe","EXE","22,5"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","notepad++.exe","EXE","120"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","bdeadmin.exe","EXE","120"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","fx8launcher.exe","EXE","120"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","VAT_WIN32.exe","EXE","45"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","notepad++.exe","EXE","30"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","BDEADMIN.EXE","EXE","45"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","FX8Launcher.exe","EXE","30"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","PcanView.exe","EXE","45"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","ResultUI.exe","EXE","30"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","Playback.exe","EXE","45"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","FlashStation.exe","EXE","45"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","IBConsole.exe","EXE","30"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","kill比亚迪蠹鱼.bat","Script","30"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","vat.exe","EXE","22,5"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","vat.exe","EXE","45"
"RAS_APP_MSSsoftware_N","Advanced Windows","Elevate if necessary","FX8FBLauncher.exe","EXE","45"
"RUN_APP_oCam_N","Advanced Windows","Elevate","oCam.exe","EXE","45"
"RUN_APP_MonitorClient_N","Advanced Windows","Elevate","MonitorClient.exe","EXE","105"
"RUN_APP_MonitorClient_N","Advanced Windows","Elevate","MonitorClient.exe","EXE","45"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","vatreportproject.exe","EXE","55"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","fx8launcher.exe","EXE","95"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","stringutil.exe","EXE","55"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","ivsclientmonitor.exe","EXE","105"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","gm_pushlocaldbtoserver.exe","EXE","55"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","ivsclientapp.exe","EXE","105"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","VatReportProject.exe","EXE","15"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","VatImportTool.exe","EXE","7,5"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","dbupdate.exe","EXE","40"
"RUN_APPS_VatReport_N","Advanced Windows","Elevate","vat.exe","EXE","15"
"RUN_INS_10.29.90.42\_install_share","Advanced Windows","Elevate","cb9569fa-3478-481d-bcea-301c08ed253c","MSI","15"
"RUN_INS_10.29.90.42\_install_share","Advanced Windows","Elevate","c17ed2a4-5242-4a13-8ca9-5ad932729a27","MSU","15"
"RUN_INS_10.29.90.42\_install_share","Advanced Windows","Elevate","23cffba2-4b90-4170-8624-a8d212b1fc08","EXE","7,5"
"RUN_INS_10.29.90.42\_install_share","Advanced Windows","Elevate","60e1b667-a3dc-4ac9-b9f3-781c8a8c192a","MSI","15"
"RUN_INS_10.29.90.42\_install_share","Advanced Windows","Elevate","9cdd68c2-bff7-48cf-8c96-3f40745540ed","MSU","15"
"RUN_INS_10.29.90.42\_install_share","Advanced Windows","Elevate","4e397583-db3c-426b-896a-1e9d59b0aa74","EXE","15"
"RUN_APP_Xploview_N","Advanced Windows","Elevate","xploview.exe","EXE","15"
"RAS_APP_GAGEtrak_N","Advanced Windows","Elevate if necessary","gt.exe","EXE","105"
"RWB_etradebill (1)","Advanced Windows","Elevate","UBIDECISION Co.,Ltd","ActiveX","40"
"RAS_APP_WinGupforNotepad++_N","Advanced Windows","Elevate if necessary","gup.exe","EXE","125"
"RUN_APP_c483_PenDrive_N","Advanced Windows","Elevate","c483_pendrive.exe","EXE","27,5"
"RUN_APP_Hyundai_N","Advanced Windows","Elevate","hyundai.exe","EXE","55"
"RUN_APP_SCMVS_N","Advanced Windows","Elevate","SCMVS.exe","EXE","75"
"RUN_APP_TrendControl963_N","Advanced Windows","Elevate","s2.exe","EXE","135"
"RUN_INS_incd-mesi\TAEX4\Digitalization\External\03 SETUPS","Advanced Windows","Elevate","ce7cb88c-65eb-418c-9a37-e97c62f07270","EXE","15"
"RUN_INS_incd-mesi\TAEX4\Digitalization\External\03 SETUPS","Advanced Windows","Elevate","a7929072-bb4c-4caf-93c9-90a3ea231613","MSI","15"
"RUN_APP_Packing_Station_N","Advanced Windows","Elevate","Packing_Station.exe","EXE","45"
"RUN_APP_t00wda00_N","Advanced Windows","Elevate","t00wda00.exe","EXE","65"
"RUN_OS_AddRemProg","Advanced Windows","Elevate",,"WinAdminTask","0"
"RUN_OS_SystemProperties","Advanced Windows","Elevate",,"WinAdminTask","0"
"RAS_APP_FestoAutomationSuite_N","Advanced Windows","Elevate if necessary","toolpackager.exe","EXE","125"
"RUN_APP_FTControl_C","Advanced Windows","Elevate","ftcontrol.exe","EXE","47,5"
"RUN_INS_itc.global.mahle\group\CRA_Software","Advanced Windows","Elevate","23dfa37b-5aba-4453-b305-82f457871ba5","MSI","15"
"RUN_INS_itc.global.mahle\group\CRA_Software","Advanced Windows","Elevate","4b312b07-36c3-4bde-974b-f976161e83d3","EXE","7,5"
"RUN_APP_UNIS_Access_N","Advanced Windows","Elevate","UNIS_Access.exe","EXE","45"
"RUN_INS_jpka-file01\JP-MJ-CyberArk-EPM_C","Advanced Windows","Elevate","36ccf879-2fc4-46c2-9529-f3cd85fff63e","EXE","7,5"
"RUN_INS_jpka-file01\JP-MJ-CyberArk-EPM_C","Advanced Windows","Elevate","d20ffe5e-56d6-413c-aed1-b2f0b677ca77","MSI","15"
"RUN_APP_Hyper Terminal Edition_c","Advanced Windows","Elevate","htpe7.exe","EXE","22,5"
"RUN_INS_itc.global.mahle\DEST-P\Bildpwt7\EPM","Advanced Windows","Elevate","b3abe1c4-f81e-4c96-933a-be61ddf02454","EXE","7,5"
"RUN_INS_itc.global.mahle\DEST-P\Bildpwt7\EPM","Advanced Windows","Elevate","8f47e104-b544-48a3-966b-c9d39dac16bd","MSI","15"
"RUN_APP_VAT_N(M0143342)","Advanced Windows","Elevate","vat.exe","EXE","135"
"RUN_APP_VAT_N(M0143342)","Advanced Windows","Elevate","vat.exe","EXE","135"
"RUN_APP_VAT_N(M0143342)","Advanced Windows","Elevate","vat.exe","EXE","45"
"RUN_OS_DateTimeProperties","Advanced Windows","Elevate",,"WinAdminTask","0"
"RUN_APP_Report21B_C","Advanced Windows","Elevate","Report21B.exe","EXE","45"
"RUN_APP_SourceTree","Advanced Windows","Elevate","SourceTree.exe","EXE","30"
"RUN_APP_SourceTree","Advanced Windows","Elevate","SourceTree.exe","EXE","35"
"RUN_INS_1PPM\Persoenliche Ordner\Scheller","Advanced Windows","Elevate","a242cbe5-46e3-41e8-b17c-013895db6758","EXE","7,5"
"RUN_INS_1PPM\Persoenliche Ordner\Scheller","Advanced Windows","Elevate","b3ef8f51-46d4-4980-8806-7ac8852eb0cd","MSI","15"
"RUN_APP_startsqlserver_C","Advanced Windows","Elevate","1.启动数据库.bat","Script","22,5"
"RUN_APP_startsqlserver_C","Advanced Windows","Elevate","1.启动数据库.bat","Script","15"
"RUN_APP_Adcole_N","Advanced Windows","Elevate","911Adcole.exe","EXE","45"
"RUN_APP_EAPS","Advanced Windows","Elevate","EAPSPostApplicationExitActivationProcess.exe","EXE","15"
"RAS_APP_Nudam_N","Advanced Windows","Elevate if necessary","nudam32.exe","EXE","85"
"RAS_APP_sandtesting_N","Advanced Windows","Elevate if necessary","sandtesting.exe","EXE","85"
"RUN_APP_CREO_C","Advanced Windows","Elevate","parametric.exe","EXE","22,5"
"RUN_APP_CREO_C","Advanced Windows","Elevate","parametric.exe","EXE","45"
"RUN_APP_CS Test_N","Advanced Windows","Elevate","MahleFWIFFlash.exe","EXE","30"
"RUN_APP_CS Test_N","Advanced Windows","Elevate","MahleFWIFFlash.exe","EXE","15"
"RUN_INS_CNSHFILE01_appinstall_C","Advanced Windows","Elevate","53521599-1f5d-4997-ba94-e227881793e7","EXE","7,5"
"RUN_INS_CNSHFILE01_appinstall_C","Advanced Windows","Elevate","54ca9231-2d0e-4f22-bb53-9170496cfd61","MSI","15"
"RUN_APPS_CertHelper_C","Advanced Windows","Elevate","CertHelper.exe","EXE","22,5"
"RUN_APP_cscriptByWS1_C","Advanced Windows","Elevate","cscript.exe","EXE","62,5"
"RUN_APP_cscriptByWS1_C","Advanced Windows","Elevate","cscript.exe","EXE","62,5"
"RUN_APP_OS_SmartLogger_N","Advanced Windows","Elevate","smartlogger.exe","EXE","55"
"RUN_APP_Shopfloor_Powershell_C","Advanced Windows","Elevate","powershell.exe","EXE","67,5"
"RUN_INS_ \\itc.global.mahle\nh-group\MPT Share\6. Software\6. Projects\Project Pro 2019_N","Advanced Windows","Elevate","_install.bat","Script","22,5"
"RUN_APP_MAHLE_ECP_MSS_EU_C","Advanced Windows","Elevate","676fb247-1a54-4f53-9e8a-3414392a4309","EXE","7,5"
"RUN_APP_MAHLE_ECP_MSS_EU_C","Advanced Windows","Elevate","7ebcf5e1-9771-4926-8424-33b20a96a5d3","Script","7,5"
"RUN_APP_MAHLE_ECP_MSS_EU_C","Advanced Windows","Elevate","2f978552-625a-4836-a864-7e367fe9a7cb","EXE","7,5"
"RUN_APP_MAHLE_ECP_MSS_EU_C","Advanced Windows","Elevate","fac26a09-9ac2-4deb-8780-c87a9b6203f6","MSI","15"
"RUN_INS_MSSApplications_India","Advanced Windows","Elevate","142bde90-0978-4c25-b47e-0bcfef1ad1b3","MSI","15"
"RUN_INS_MSSApplications_India","Advanced Windows","Elevate","b3307861-6def-48c5-abe8-4468df3c753f","EXE","7,5"
"RUN_APP_mplab_ide_C","Advanced Windows","Elevate","mplab_ide.exe","EXE","27,5"
"RUN_APP_mplab_ide_C","Advanced Windows","Elevate","mplab_ide64.exe","EXE","22,5"
"RUN_APP_Ntprint_N","Advanced Windows","Elevate","ntprint.exe","EXE","135"
"RUN_INS_frhb-svmfile01\group$\Install_Technique","Advanced Windows","Elevate","da1ab754-3bff-4e57-892c-3e5d3536eb6e","EXE","7,5"
"RUN_INS_frhb-svmfile01\group$\Install_Technique","Advanced Windows","Elevate","6e0578f5-b35e-43ee-b31b-8366275567bc","MSI","15"
"RUN_OS_IIS","Advanced Windows","Elevate",,"WinAdminTask","0"
"RAS_APP_DASYLab_N","Advanced Windows","Elevate if necessary","configurator.exe","EXE","125"
"RUN_INS_group\FIE\FIEP\temp_Esposte","Advanced Windows","Elevate","4934d71e-2eb2-4437-af6e-2975ff3f876b","EXE","7,5"
"RUN_INS_group\FIE\FIEP\temp_Esposte","Advanced Windows","Elevate","1fe3b29b-9f64-4610-8076-eabfbb1a62c6","MSU","15"
"RUN_INS_group\FIE\FIEP\temp_Esposte","Advanced Windows","Elevate","31b507b9-cf93-4004-84d7-548b2690e972","MSI","15"
"RAS_APP_HMIRun_N","Advanced Windows","Elevate if necessary","HMIRun.exe","EXE","105"
"RUN_APP_VStudio2019_C","Advanced Windows","Elevate","devenv.exe","EXE","67,5"
"RUN_APP_VStudio2019_C","Advanced Windows","Elevate","msvsmon.exe","EXE","22,5"
"RUN_APP_VStudio2019_C","Advanced Windows","Elevate","androiddevices.exe","EXE","135"
"RUN_APP_Eclipse","Advanced Windows","Elevate","eclipse.exe","EXE","60"
"RUN_APP_Nexus_C","Advanced Windows","Elevate","nexus.exe","EXE","45"
"RUN_APP_Nexus_C","Advanced Windows","Elevate","nexus.exe","EXE","27,5"
"RUN_APP_Nexus_C","Advanced Windows","Elevate","nexus.exe","EXE","30"
"RUN_APP_Sky.VATInvoiceAuthentication_N","Advanced Windows","Elevate","sky.vatinvoiceauthentication.exe","EXE","45"
"RUN_APP_ArtemiSuite_N","Advanced Windows","Elevate","ArtemiSuite.exe","EXE","45"
"RUN_APP_imageUSB_N","Advanced Windows","Elevate","imageUSB.exe","EXE","105"
"RUN_APP_KEPServerEX_C","Advanced Windows","Elevate","server_config.exe","EXE","135"
"RUN_APP_KEPServerEX_C","Advanced Windows","Elevate","server_config.exe","EXE","135"
"RUN_APP_KEPServerEX_C","Advanced Windows","Elevate","server_admin.exe","EXE","22,5"
"RUN_APP_KEPServerEX_C","Advanced Windows","Elevate","opcuacm.exe","EXE","22,5"
"RUN_APP_KEPServerEX_C","Advanced Windows","Elevate","activationclient.exe","EXE","22,5"
"RUN_APP_LTspiceXVII_N","Advanced Windows","Elevate","xviix64.exe","EXE","165"
"RUN_INS_AVAYA","Advanced Windows","Elevate","151b584b-d44d-4819-a6ce-0d1d638b068c","MSI","15"
"RUN_INS_AVAYA","Advanced Windows","Elevate","432cf8ca-e545-48d0-818c-771158ae1d2d","EXE","7,5"
"RUN_INS_Pumpen\Simulation+Berechnung\InstallationFiles","Advanced Windows","Elevate","6cec03ce-76a4-4ad8-94c9-3335d4cb7279","MSI","15"
"RUN_INS_Pumpen\Simulation+Berechnung\InstallationFiles","Advanced Windows","Elevate","67094c65-6330-420f-84c6-cc738dbed28c","MSU","15"
"RUN_INS_Pumpen\Simulation+Berechnung\InstallationFiles","Advanced Windows","Elevate","5bc15af6-a188-4f5f-98c6-00969a69c422","EXE","7,5"
"RUN_INS_PTC-Department_C","Advanced Windows","Elevate","a9819758-d149-43b4-baec-b4c0f3408ced","EXE","7,5"
"RUN_INS_PTC-Department_C","Advanced Windows","Elevate","8ec1636e-2f01-45ad-988b-d7d3b26cb29f","MSI","15"
"RUN_INS_PTC-Department_C","Advanced Windows","Elevate","2d4ba274-0d3e-4138-bdb6-d5c75db4107f","EXE","7,5"
"RUN_INS_PTC-Department_C","Advanced Windows","Elevate","f7e2b785-c7b7-40cd-ac20-6c4af5c6f46a","MSI","15"
"RUN_INS_PTC-Department_C","Advanced Windows","Elevate","48f07982-e474-43c9-b644-f61a94513b22","EXE","7,5"
"RUN_INS_PTC-Department_C","Advanced Windows","Elevate","b79dfefc-a0ff-4ac1-b79a-debcb7a25cfe","MSI","15"
"RUN_INS_group\Laborator\Software","Advanced Windows","Elevate","d4026d6e-b116-4985-9132-533f9b302979","MSI","15"
"RUN_INS_group\Laborator\Software","Advanced Windows","Elevate","34659a78-bf64-4737-991e-45aaec7078af","MSU","15"
"RUN_INS_group\Laborator\Software","Advanced Windows","Elevate","c9901b80-5c23-4cb2-ac15-819f1764b1e0","EXE","7,5"
"RAS_APP_TurboForm_N","Advanced Windows","Elevate if necessary","TurboForm.exe","EXE","90"
"RUN_INS_\\itc.global.mahle\DEST-S\Prozesstechnik\Cyberark_Installfiles","Advanced Windows","Elevate","11e90bde-824d-47c3-aeed-f5a62ca83cef","EXE","7,5"
"RUN_INS_\\itc.global.mahle\DEST-S\Prozesstechnik\Cyberark_Installfiles","Advanced Windows","Elevate","689da963-b601-4d80-8360-4bde97430570","MSI","15"
"RUN_APP_LogixDesigner_N","Advanced Windows","Elevate","67fbbfcc-508a-46d4-8135-b4bd35c63d42","EXE","7,5"
"RUN_APP_LogixDesigner_N","Advanced Windows","Elevate","LogixDesigner.Exe","EXE","15"
"RUN_APP_LogixDesigner_N","Advanced Windows","Elevate","Rs500.exe","EXE","15"
"RUN_APP_LogixDesigner_N","Advanced Windows","Elevate","Rs5000.exe","EXE","15"
"RUN_APP_LogixDesigner_N","Advanced Windows","Elevate","995a8dd4-1778-4786-b7dc-95d16e47b222","EXE","7,5"
"RAS_APP_ctg_N","Advanced Windows","Elevate if necessary","ctg.exe","EXE","55"
"RUN_APPS_ZebraDesigner_C","Advanced Windows","Elevate","prninst.exe","EXE","40"
"RUN_APPS_ZebraDesigner_C","Advanced Windows","Elevate","Design.exe","EXE","22,5"
"RUN_APPS_ZebraDesigner_C","Advanced Windows","Elevate","ZebraDesigner.exe","EXE","22,5"
"RUN_APPS_ZebraDesigner_C","Advanced Windows","Elevate","prninst.exe","EXE","67,5"
"RUN_APPS_ZebraDesigner_C","Advanced Windows","Elevate","PrnUtils.exe","EXE","22,5"
"RUN_APPS_ZebraDesigner_C","Advanced Windows","Elevate","PrnUtils.exe","EXE","62,5"
"RUN_APP_ERMS_AlwaysElevate_C","Advanced Windows","Elevate","ERMS.exe","EXE","22,5"
"RUN_APP_PSAppDeployToolkitByWS1_C","Advanced Windows","Elevate","Deploy-Application.exe","EXE","47,5"
"RUN_APP_PSAppDeployToolkitByWS1_C","Advanced Windows","Elevate","Deploy-Application.exe","EXE","47,5"
"RUN_APP_PSAppDeployToolkitByWS1_C","Advanced Windows","Elevate","Deploy-Application.exe","EXE","47,5"
"RAS_APPS_eCon_N","Advanced Windows","Elevate if necessary","econ_admin.exe","EXE","40"
"RUN_APP_MATLAB_Products","Advanced Windows","Elevate","The MathWorks, Inc.","EXE","15"
"RUN_INS_PrivateArkClient_N","Advanced Windows","Elevate","setup.exe","EXE","90"
"RUN_INS_PrivateArkClient_N","Advanced Windows","Elevate","04d88f96-db79-41c9-92f2-2d393d619648","EXE","120"
"RAS_APP_Berstdruck_N","Advanced Windows","Elevate if necessary","berstdruck.exe","EXE","65"
"RUN_APP_geek_N","Advanced Windows","Elevate","geek.exe","EXE","45"
"RAS_APP_NPC-Explorer_N","Advanced Windows","Elevate if necessary","ncexplorer.exe","EXE","55"
"RUN-APP-VectorToolManager_C","Advanced Windows","Elevate","Vector.ToolManager.exe","EXE","15"
"RUN_APPS_AVL,CADET,VB6_C","Advanced Windows","Elevate","vb6.exe","EXE","52,5"
"RUN_APPS_AVL,CADET,VB6_C","Advanced Windows","Elevate","cadetmenu.exe","EXE","52,5"
"RUN_APPS_AVL,CADET,VB6_C","Advanced Windows","Elevate","monitor.exe","EXE","67,5"
"RUN_APP_epson_projector_N","Advanced Windows","Elevate","emp_mpfwv.exe","EXE","165"
"RUN_APP_C++Builder XE_C","Advanced Windows","Elevate","bds.exe","EXE","22,5"
"RUN_APP_Wrike_N","Advanced Windows","Elevate","wrike.exe","EXE","67,5"
"RUN_OS_ResultantSetofPolicy","Advanced Windows","Elevate",,"WinAdminTask","0"
"RUN_INS_\\debr-svmfile01.itc.global.mahle\group01$\DEBR-Pruefstand\_Prüfstände allgemeines\_admin_install","Advanced Windows","Elevate","7d2eaccc-c87f-4c73-a50b-25541ba9e4aa","EXE","7,5"
"RUN_INS_\\debr-svmfile01.itc.global.mahle\group01$\DEBR-Pruefstand\_Prüfstände allgemeines\_admin_install","Advanced Windows","Elevate","313ba266-1209-4d0a-87a1-4fd8d54ac196","MSI","15"
"RUN_INS_\\itc.global.mahle\group\PME_General\60_Software","Advanced Windows","Elevate","b67c00a4-1987-4a4d-ae13-2beb9d6ec0b4","EXE","7,5"
"RUN_INS_\\itc.global.mahle\group\PME_General\60_Software","Advanced Windows","Elevate","d9736a81-f97f-41c9-9d8f-f5eca95748b7","MSI","15"
"RAS_APP_EasyPrint_N","Advanced Windows","Elevate if necessary","easyprint.exe","EXE","62,5"
"RAS_OS_Firewall","Advanced Windows","Elevate if necessary",,"WinAdminTask","0"
"RUN_INS_krbuapps02\CyberArk_C","Advanced Windows","Elevate","e3e96080-e5fe-436e-a0e0-78265f8f9c33","EXE","7,5"
"RUN_INS_krbuapps02\CyberArk_C","Advanced Windows","Elevate","01d1d115-9df6-496e-b9be-7e1c69c74118","MSI","15"
"RUN_APP_ Java_C","Advanced Windows","Elevate","java.exe","EXE","15"
"RUN_APP_ Java_C","Advanced Windows","Elevate","javaw.exe","EXE","15"
"RUN_APP_ Java_C","Advanced Windows","Elevate","Java.exe","EXE","15"
"RUN_APP_ Java_C","Advanced Windows","Elevate","Javaw.exe","EXE","15"
"RUN_APP_ Java_C","Advanced Windows","Elevate","t2w_install.exe","EXE","55"
"RUN_APP_ Java_C","Advanced Windows","Elevate","Javaws.exe","EXE","15"
"RUN_APP_ Java_C","Advanced Windows","Elevate","javacpl.exe","EXE","15"
"RUN_APP_Kernel_N","Advanced Windows","Elevate","kernel outlook pst viewer.exe","EXE","67,5"
"RUN_APP_PLMAgent_N","Advanced Windows","Elevate","plmagent.exe","EXE","45"
"RUNAPP_XDMT_Software_C","Advanced Windows","Elevate","*.exe","EXE","15"
"RUNAPP_XDMT_Software_C","Advanced Windows","Elevate","motorcad_2024r1_3_winx64.exe","EXE","22,5"
"RUN_APP_BDEADMIN_N","Advanced Windows","Elevate","bdeadmin.exe","EXE","120"
"RUN_APP_BDEADMIN_N","Advanced Windows","Elevate","bdeadmin.exe","EXE","120"
"RUN_APP_BDEADMIN_N","Advanced Windows","Elevate","BDEADMIN.EXE","EXE","75"
"RUN_APP_BDEADMIN_N","Advanced Windows","Elevate","bdeadmin.exe","EXE","135"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","13d8533a-28f0-4b53-98a2-79cdb6b01d25","MSI","15"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","c12bd2f2-085a-4dd3-b4f8-a477ae6626a1","EXE","7,5"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","cd9f61a8-ed62-4890-8124-f5ee71a39b75","MSI","15"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","829d9995-610b-4131-9d0e-cdb8da27e2ab","EXE","7,5"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","26ab2b2f-ac33-4e60-81d6-0ad96b0057b7","MSI","15"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","711f8171-8779-4f6c-9367-62a5eea30e06","MSI","15"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","c1b563e2-caa1-49af-a1d8-4cae93172589","EXE","7,5"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","1eee2f3e-a710-4115-9f0d-887370f18563","EXE","7,5"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","b101e449-c4f2-4dac-8a4c-f05bfe3164a4","MSI","15"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","11e55271-e459-4135-9d89-aa8c192d94bd","EXE","7,5"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","6689abe1-0456-44a7-a909-908dbd547d4b","EXE","7,5"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","95c773a9-e0d7-42e6-a23b-86118d41cedd","MSI","15"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","30d3ca63-f7b7-4e52-bb94-b67b4db75da1","EXE","7,5"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","00a3e8fc-dab5-480f-a307-aec4effb1bc7","MSI","15"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","7ff2da76-992d-4c3f-bb60-fae0be2fe2ba","EXE","7,5"
"RUN_INS_MSSApplications_N","Advanced Windows","Elevate","dd8cf17c-26e2-40d9-9ea0-b09940c94d21","MSI","15"
"RUN_APP_e_smap_mhi_C","Advanced Windows","Elevate","aede5803-b45d-4ef2-98d0-1f9de7a08737","ActiveX","0"
"Temporary elevation - vcredist_x86.exe for ITC\M0077107 - 24 hours","Advanced Windows","Elevate","vcredist_x86.exe","EXE","120"
"RAS_APP_VectorApplicationUpdater_C","Advanced Windows","Elevate if necessary","vector.applicationupdater.exe","EXE","30"
"RUN_APP_dSPACE_Ins_Manager_C","Advanced Windows","Elevate","InstallationManager.exe","EXE","105"
"RUN_APP_dSPACE_Ins_Manager_C","Advanced Windows","Elevate","installationmanager.exe","EXE","67,5"
"RUN_APP_dSPACE_Ins_Manager_C","Advanced Windows","Elevate","installationmanager.exe","EXE","120"
"RUN_APP_dSPACE_Ins_Manager_C","Advanced Windows","Elevate","installationmanager.exe","EXE","26,25"
"RAS_APP_Creo(R)View_N","Advanced Windows","Elevate if necessary","workerdaemon.exe","EXE","135"
"RUN_APP_VCI_C","Advanced Windows","Elevate","SXC491_VCIFORD.exe","EXE","135"
"RUN_APP_VCI_C","Advanced Windows","Elevate","SXC491_VCIFORD.exe","EXE","135"
"RUN_APP_VCI_C","Advanced Windows","Elevate","SXC491_VCIFORD.exe","EXE","22,5"
"RUN_APP_VCI_C","Advanced Windows","Elevate","UpdateVCIFord.exe","EXE","22,5"
"RUN_APP_VCI_C","Advanced Windows","Elevate","SXC491_VCIFORD.exe","EXE","22,5"
"RUN_APP_VCI_C","Advanced Windows","Elevate","SXC491_VCIFORD.exe","EXE","40"
"Test policy AK","Advanced Windows","Elevate","cleanmgr.exe","EXE","105"
"RUN_APP_JpWin32_N","Advanced Windows","Elevate","JpWin32.exe","EXE","45"
"RUN_INS_BU3Applications_India_C","Advanced Windows","Elevate","2a39c0cf-618f-4f46-a94f-3fe7479bf21d","MSI","15"
"RUN_INS_BU3Applications_India_C","Advanced Windows","Elevate","42247754-18b7-4caf-ac51-0ad52b713d95","EXE","7,5"
"RUN_APP_StageNow_c","Advanced Windows","Elevate","Symbol.StageNow.V2Client.exe","EXE","22,5"
"RAS_APP_Imtools_N","Advanced Windows","Elevate if necessary","lmtools.exe","EXE","105"
"RUN_APP_Report20A_N","Advanced Windows","Elevate","Report20A.exe","EXE","45"
"RUN_APP_CLIMASolution_C","Advanced Windows","Elevate","CLIMAsolution.exe","EXE","22,5"
"RUN_INS_ManufacturingApps_C","Advanced Windows","Elevate","44322b44-d601-4cbe-ac25-ae8f35324b0d","EXE","7,5"
"RUN_INS_ManufacturingApps_C","Advanced Windows","Elevate","277a2c50-d188-434d-9111-d8f8a0dc3aab","MSI","15"
"RUN_INS_ManufacturingApps_C","Advanced Windows","Elevate","c8798fbd-ff3c-4470-bea8-a034d6746a43","EXE","7,5"
"RUN_INS_ManufacturingApps_C","Advanced Windows","Elevate","1d6da9b8-d90d-4225-88ec-873abcaf19d2","MSI","15"
"RUN_INS_ManufacturingApps_C","Advanced Windows","Elevate","d68df064-a42a-4b5a-806c-458c5c238b71","EXE","7,5"
"RUN_INS_ManufacturingApps_C","Advanced Windows","Elevate","1b5b02aa-7e3f-48a4-8860-7413293880b2","MSI","15"
"RUN_INS_ManufacturingApps_C","Advanced Windows","Elevate","b66b4b70-65f2-43a8-8180-bb7af9aa6d8d","EXE","7,5"
"RUN_INS_ManufacturingApps_C","Advanced Windows","Elevate","293a5c7f-aab0-4f0e-be3d-d79bee8be729","MSI","15"
"RUN_INS_ittn-svmfile01\ShopFloor\999_Setup","Advanced Windows","Elevate","73cf9d5f-11cb-42a1-b64c-54c9e763e3a7","EXE","7,5"
